Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	GO_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
ENSG00000113319	402.784475374015	-1.80460446753723	0.210040346963502	-8.59170389701753	8.56889819513857e-18	2.05665797966462e-14	RASGRF2	Yes	No	No
ENSG00000224501	408.473459418136	-1.45321929069601	0.311405513511117	-4.66664598937531	3.06156141603904e-06	0.000273602624206765	HSPA1B	No	Yes	No
ENSG00000204389	128977.581661829	-1.01135529849213	0.241595537225194	-4.18615058087534	2.83725159917728e-05	0.00141031550644312	HSPA1A	Yes	Yes	Yes
ENSG00000128965	215.206662023087	-0.963477215830836	0.284119616479999	-3.39109712932708	0.000696134254686763	0.0139069579227019	CHAC1	Yes	No	No
ENSG00000116663	127.781422158953	-0.86101498479867	0.176312213932714	-4.88346760325555	1.04236282492734e-06	0.000121616234872252	FBXO6	Yes	No	No
ENSG00000204390	88.6257799479955	-0.840049533480815	0.284181903772557	-2.95602753844995	0.00311629265430713	0.0389559768489688	HSPA1L	No	Yes	No
ENSG00000116661	223.576673731794	-0.723464421488916	0.19841836547439	-3.64615654281406	0.000266191852236009	0.0070810955224948	FBXO2	Yes	No	No
ENSG00000116761	441.872524363992	-0.538648204633227	0.182643017941979	-2.94918585283311	0.00318612309067425	0.039515520635206	CTH	Yes	Yes	No
ENSG00000163516	625.991797327499	-0.461478897564871	0.161854778412003	-2.85119106209006	0.0043555788857852	0.0486233095415795	ANKZF1	Yes	Yes	No
ENSG00000130939	2596.80857213833	-0.331948509094063	0.106406393780574	-3.11962935026811	0.00181078736686619	0.0268992383295481	UBE4B	Yes	No	No
ENSG00000182934	4357.54562527076	0.252081016258282	0.0505193956393831	4.98978685449216	6.04459515672662e-07	8.01979867325017e-05	SRPRA	Yes	Yes	No
ENSG00000185624	14806.6404343489	0.253882453557636	0.0733841002996868	3.45963843013443	0.000540901166356144	0.0117260393496124	P4HB	Yes	No	No
ENSG00000082701	2245.43550979937	0.264565913795902	0.0878326955406667	3.01215751341034	0.00259397960798089	0.0343702298057467	GSK3B	Yes	No	No
ENSG00000139644	19198.997924643	0.281605958524944	0.0965046980819076	2.91805439654278	0.00352222899051409	0.0420589689194223	TMBIM6	Yes	Yes	Yes
ENSG00000105723	3972.37167928275	0.310278153189383	0.0695515273249145	4.46112637814406	8.15299901742847e-06	0.000544708371198512	GSK3A	Yes	Yes	No
ENSG00000023318	2027.13563442935	0.312497563500452	0.0648775855753556	4.81672615787288	1.45932745187404e-06	0.000157167695634204	ERP44	Yes	No	No
ENSG00000185825	4970.69053103405	0.335057414050322	0.0804694792697858	4.16378255570653	3.13018233129843e-05	0.00152878469035305	BCAP31	Yes	No	No
ENSG00000130766	1871.17576967654	0.336368288464016	0.117944048315121	2.85193100685601	0.00434545311045198	0.0485425250722764	SESN2	Yes	No	No
ENSG00000070010	2718.15096154999	0.33825241294371	0.0910232097980631	3.71611167848432	0.000202312187446413	0.00583580913382453	UFD1	Yes	Yes	No
ENSG00000072849	1447.97397771324	0.372090286803323	0.0980764683552024	3.79387933765853	0.00014831176719189	0.00476161060298245	DERL2	Yes	Yes	Yes
ENSG00000132824	3440.63974418223	0.381955892703406	0.0995857512719689	3.83544721835039	0.000125336021759689	0.00416984257739512	SERINC3	Yes	No	No
ENSG00000124783	4730.43404362903	0.410816042263776	0.0925289200571593	4.43986638998916	9.00147446020266e-06	0.000588662832090195	SSR1	Yes	Yes	No
ENSG00000136827	1913.99019626533	0.41518528494584	0.0706469659316988	5.87690185233488	4.1801587557136e-09	1.08047457314991e-06	TOR1A	Yes	Yes	No
ENSG00000058056	1610.59182646387	0.416486880353667	0.134297127992959	3.10123445361767	0.00192715636810946	0.0278887606602517	USP13	Yes	No	No
ENSG00000162772	2709.1767619428	0.416776931010766	0.101040319594821	4.12485760815158	3.70964190364268e-05	0.00172647350756511	ATF3	Yes	Yes	No
ENSG00000115307	3470.79659370806	0.426958142413	0.0857698760274955	4.97794986057959	6.42612965311902e-07	8.4180238675409e-05	AUP1	Yes	No	No
ENSG00000109971	21812.3431945811	0.462463286425272	0.0751647493122589	6.15266186153364	7.61931434608402e-10	2.61249184343995e-07	HSPA8	No	Yes	No
ENSG00000198833	3619.77957559097	0.485529273319237	0.0534377557953048	9.08588442933632	1.02858973434654e-19	5.7604453755854e-16	UBE2J1	Yes	No	Yes
ENSG00000198171	1427.47746662732	0.495919311880007	0.139417803084807	3.55707306317503	0.000375009880964108	0.00907329673134284	DDRGK1	Yes	No	No
ENSG00000159720	2082.93585504799	0.498374453476032	0.0789523129899916	6.31234772740867	2.74833834354718e-10	1.12621542707161e-07	ATP6V0D1	Yes	Yes	No
ENSG00000096155	405.031985461393	0.510318245148864	0.134668060713865	3.78945269163086	0.000150979559975153	0.00479509940858704	BAG6	Yes	Yes	No
ENSG00000087074	2398.27015539172	0.590185647440685	0.116963271558976	5.04590577515693	4.51377828552198e-07	6.71114946681902e-05	PPP1R15A	Yes	Yes	Yes
ENSG00000149428	2266.60325894459	0.597614731009759	0.179900827893997	3.32191206680768	0.000894028639394281	0.0164699289149817	HYOU1	Yes	Yes	Yes
ENSG00000109501	1006.22182815277	0.612761732636791	0.164072527997323	3.73470037986366	0.000187938802357667	0.00558860144851533	WFS1	Yes	Yes	Yes
ENSG00000162298	1251.06726777437	0.650082658372868	0.15006550020909	4.3319927462814	1.4776581126939e-05	0.000862018539978131	SYVN1	Yes	Yes	Yes
ENSG00000120885	2696.99631834737	0.695232595878849	0.233499257441641	2.97745099276219	0.00290656108034409	0.0372203755418149	CLU	Yes	No	Yes
ENSG00000090520	2838.52643399655	0.734654588988158	0.105738060852434	6.94787272497299	3.70835320052128e-12	2.59672853853516e-09	DNAJB11	Yes	Yes	No
ENSG00000174672	864.042944119962	0.7696490520529	0.229948233694196	3.34705355065454	0.000816754308593483	0.0155229515143429	BRSK2	Yes	No	No
ENSG00000234539	491.390310208197	1.58084929461194	0.3197977603957	4.9432781913666	7.68197419590131e-07	9.42079185878379e-05	ATF6B	Yes	Yes	Yes
